Specimen_AllReader_Record7 No ,  

Time (h.m.s.ms),              ID:2 R1 (X)                   ID:2 R1 (Y)                   R2 D (cm)                     ID:3 R3 (X)                   ID:3 R3 (Y)                   R4 T (N��m),                  ID:4 R5 (X)                   ID:4 R5 (Y)                   ID:6 R6 (X)                   ID:6 R6 (Y)                   ID:7 R7 (X)                   ID:7 R7 (Y)                   ID:8 R8 (X)                   ID:8 R8 (Y)                   
14:17:07.845                  5.0929                        0.5035                        0.299                         2.8803                        -0.3154                       0                             -1.5687                       -17.4711                      1.5992                        -2.3642                       0.5021                        -1.67                         0.6742                        -3.5282                       
14:17:08.820                  5.0926                        0.5038                        0.299                         2.8806                        -0.3164                       0                             -1.5683                       -17.4722                      1.5988                        -2.3641                       0.5011                        -1.6704                       0.6743                        -3.5288                       
14:17:09.844                  5.0923                        0.5043                        0.299                         2.8807                        -0.3168                       0                             -1.5682                       -17.4713                      1.5989                        -2.3645                       0.502                         -1.6698                       0.6739                        -3.5288                       
14:17:10.883                  5.0919                        0.5035                        0.299                         2.8801                        -0.3163                       0                             -1.569                        -17.4718                      1.5981                        -2.3649                       0.5018                        -1.6703                       0.6741                        -3.5288                       
14:17:11.874                  5.0911                        0.5029                        0.299                         2.8782                        -0.3166                       0                             -1.5691                       -17.4697                      1.5985                        -2.3668                       0.4999                        -1.6715                       0.6751                        -3.5282                       
14:17:12.882                  5.0914                        0.504                         0.299                         2.8784                        -0.3175                       0                             -1.5701                       -17.4714                      1.5988                        -2.3656                       0.5013                        -1.671                        0.6751                        -3.5287                       
14:17:13.889                  5.0928                        0.5036                        0.298                         2.8779                        -0.3166                       0                             -1.5693                       -17.473                       1.5989                        -2.3643                       0.5007                        -1.67                         0.6746                        -3.5289                       
14:17:14.912                  5.0917                        0.5036                        0.298                         2.8795                        -0.3163                       0                             -1.5694                       -17.4715                      1.5995                        -2.3649                       0.5021                        -1.6713                       0.6741                        -3.5284                       
14:17:15.920                  5.0912                        0.503                         0.298                         2.8803                        -0.3163                       0                             -1.5688                       -17.4713                      1.5985                        -2.3645                       0.5009                        -1.6696                       0.6743                        -3.5289                       
14:17:16.927                  5.093                         0.503                         0.298                         2.8785                        -0.3165                       0                             -1.5686                       -17.472                       1.5986                        -2.3644                       0.5013                        -1.6707                       0.6749                        -3.5284                       
14:17:17.919                  5.0923                        0.5033                        0.299                         2.8787                        -0.3154                       0                             -1.5681                       -17.4719                      1.5987                        -2.3654                       0.502                         -1.6706                       0.674                         -3.5291                       
14:17:18.927                  5.0922                        0.503                         0.299                         2.8785                        -0.3164                       0                             -1.5697                       -17.4716                      1.5994                        -2.3647                       0.5017                        -1.6705                       0.6749                        -3.5286                       
14:17:19.943                  5.0916                        0.5031                        0.299                         2.8776                        -0.3163                       0                             -1.5683                       -17.4709                      1.5989                        -2.3633                       0.5012                        -1.6703                       0.6747                        -3.5285                       
14:17:20.953                  5.0926                        0.5034                        0.299                         2.88                          -0.3172                       0                             -1.5678                       -17.4716                      1.5964                        -2.3552                       0.5008                        -1.6689                       0.6757                        -3.5289                       
14:17:21.974                  5.0908                        0.503                         0.299                         2.8787                        -0.3168                       0                             -1.5673                       -17.4714                      1.5966                        -2.3564                       0.5005                        -1.6699                       0.6744                        -3.5292                       
14:17:22.984                  5.0914                        0.504                         0.299                         2.8783                        -0.3164                       0                             -1.5681                       -17.4704                      1.5953                        -2.355                        0.501                         -1.6685                       0.6749                        -3.5286                       
14:17:23.974                  5.0912                        0.5022                        0.299                         2.877                         -0.3165                       0                             -1.5678                       -17.4715                      1.597                         -2.3565                       0.5013                        -1.6707                       0.6749                        -3.5288                       
14:17:24.984                  5.0909                        0.5018                        0.299                         2.8769                        -0.3167                       0                             -1.5695                       -17.4724                      1.597                         -2.3559                       0.5006                        -1.6689                       0.6737                        -3.5285                       
14:17:26.024                  5.0906                        0.5019                        0.299                         2.8773                        -0.3168                       0                             -1.5688                       -17.4723                      1.5961                        -2.356                        0.5017                        -1.6701                       0.6753                        -3.5288                       
14:17:27.014                  5.0893                        0.5012                        0.299                         2.875                         -0.3171                       0                             -1.5691                       -17.4719                      1.5959                        -2.3557                       0.5008                        -1.6707                       0.6739                        -3.5288                       
14:17:28.024                  5.0906                        0.5024                        0.299                         2.8767                        -0.3164                       0                             -1.5686                       -17.4716                      1.5963                        -2.3549                       0.5009                        -1.6707                       0.6761                        -3.5274                       
14:17:29.024                  5.0907                        0.5016                        0.299                         2.8759                        -0.3162                       0                             -1.5688                       -17.472                       1.5959                        -2.3551                       0.5012                        -1.6709                       0.6755                        -3.5281                       
14:17:30.054                  5.0891                        0.5025                        0.299                         2.8764                        -0.3156                       0                             -1.57                         -17.4721                      1.5958                        -2.3561                       0.5008                        -1.6711                       0.676                         -3.5301                       
14:17:31.024                  5.0892                        0.503                         0.299                         2.8764                        -0.3171                       0                             -1.5688                       -17.4715                      1.5958                        -2.3541                       0.5011                        -1.6696                       0.6748                        -3.5289                       
14:17:32.054                  5.0887                        0.5022                        0.299                         2.877                         -0.3171                       0                             -1.5698                       -17.4703                      1.5958                        -2.3544                       0.5023                        -1.6709                       0.6755                        -3.5276                       
14:17:33.084                  5.0906                        0.5027                        0.299                         2.8767                        -0.3172                       0                             -1.5694                       -17.4712                      1.5967                        -2.3552                       0.5014                        -1.6699                       0.6741                        -3.5284                       
14:17:34.084                  5.0891                        0.5025                        0.299                         2.8759                        -0.3163                       0                             -1.569                        -17.4719                      1.5963                        -2.3555                       0.5017                        -1.6703                       0.6744                        -3.5291                       
14:17:35.084                  5.0894                        0.5023                        0.298                         2.8761                        -0.3162                       0                             -1.5688                       -17.471                       1.5975                        -2.3542                       0.5019                        -1.67                         0.6746                        -3.5289                       
14:17:36.093                  5.0894                        0.5016                        0.298                         2.8766                        -0.3152                       0                             -1.5688                       -17.471                       1.5958                        -2.3536                       0.5014                        -1.6699                       0.6755                        -3.5287                       
14:17:37.113                  5.089                         0.501                         0.299                         2.8757                        -0.3164                       0                             -1.5679                       -17.4708                      1.5969                        -2.354                        0.5016                        -1.6707                       0.6747                        -3.5282                       
14:17:38.123                  5.0896                        0.5027                        0.299                         2.8754                        -0.3167                       0                             -1.5687                       -17.4719                      1.5955                        -2.3542                       0.5008                        -1.6686                       0.675                         -3.5292                       
14:17:39.133                  5.0893                        0.5014                        0.298                         2.8758                        -0.3161                       0                             -1.5694                       -17.4716                      1.5958                        -2.3541                       0.502                         -1.6695                       0.6737                        -3.5286                       
14:17:40.153                  5.0892                        0.5015                        0.299                         2.8743                        -0.3157                       0                             -1.5697                       -17.4715                      1.5961                        -2.3544                       0.5023                        -1.6692                       0.6751                        -3.5279                       
14:17:41.143                  5.0898                        0.5016                        0.299                         2.8757                        -0.3161                       0                             -1.5687                       -17.4711                      1.5957                        -2.3543                       0.5011                        -1.67                         0.6741                        -3.5293                       
14:17:42.153                  5.0889                        0.5011                        0.299                         2.8742                        -0.3159                       0                             -1.5694                       -17.4716                      1.596                         -2.3539                       0.5006                        -1.6701                       0.6754                        -3.5276                       
14:17:43.163                  5.0903                        0.5019                        0.299                         2.8753                        -0.3169                       0                             -1.5682                       -17.4706                      1.5955                        -2.3536                       0.5012                        -1.6702                       0.6749                        -3.529                        
14:17:44.183                  5.0901                        0.5023                        0.299                         2.8751                        -0.3152                       0                             -1.5693                       -17.471                       1.596                         -2.3536                       0.5015                        -1.6696                       0.6759                        -3.5282                       
14:17:45.193                  5.0892                        0.502                         0.299                         2.8749                        -0.3161                       0                             -1.5688                       -17.4713                      1.5964                        -2.3533                       0.5022                        -1.6696                       0.6745                        -3.5291                       
14:17:46.203                  5.0896                        0.5015                        0.299                         2.8744                        -0.3164                       0                             -1.5691                       -17.4722                      1.5948                        -2.3534                       0.5016                        -1.6704                       0.6742                        -3.528                        
14:17:47.223                  5.0884                        0.5029                        0.299                         2.8744                        -0.316                        0                             -1.5689                       -17.4712                      1.5956                        -2.3535                       0.5016                        -1.6697                       0.6746                        -3.5288                       
14:17:48.233                  5.0888                        0.5022                        0.299                         2.8746                        -0.3153                       0                             -1.5689                       -17.4709                      1.5965                        -2.3534                       0.5017                        -1.6685                       0.6757                        -3.5282                       
14:17:49.223                  5.0892                        0.5022                        0.298                         2.8744                        -0.316                        0                             -1.5683                       -17.4716                      1.596                         -2.3551                       0.5025                        -1.6693                       0.6749                        -3.5283                       
14:17:50.233                  5.0883                        0.5017                        0.299                         2.8739                        -0.3156                       0                             -1.5697                       -17.4716                      1.5964                        -2.3529                       0.5013                        -1.6692                       0.6748                        -3.5296                       
14:17:51.253                  5.0897                        0.5022                        0.299                         2.8732                        -0.3158                       0                             -1.5687                       -17.4712                      1.5963                        -2.3532                       0.5014                        -1.6693                       0.6744                        -3.5285                       
14:17:52.263                  5.09                          0.5028                        0.299                         2.8757                        -0.3159                       0                             -1.5682                       -17.4705                      1.5977                        -2.3535                       0.5024                        -1.6695                       0.6755                        -3.5292                       
14:17:53.262                  5.0896                        0.5034                        0.299                         2.8756                        -0.3157                       0                             -1.5677                       -17.4715                      1.5963                        -2.3534                       0.5017                        -1.6698                       0.6763                        -3.5273                       
14:17:54.292                  5.0901                        0.5033                        0.299                         2.8755                        -0.3151                       0                             -1.5683                       -17.4715                      1.5965                        -2.353                        0.5018                        -1.67                         0.6749                        -3.5289                       
14:17:55.302                  5.0896                        0.5026                        0.299                         2.8755                        -0.3162                       0                             -1.5672                       -17.4709                      1.5968                        -2.3528                       0.5022                        -1.6702                       0.6754                        -3.5279                       
14:17:56.292                  5.0909                        0.5032                        0.299                         2.8752                        -0.3155                       0                             -1.569                        -17.4725                      1.5964                        -2.3522                       0.5008                        -1.6697                       0.6751                        -3.5281                       
14:17:57.332                  5.0894                        0.5043                        0.299                         2.8759                        -0.316                        0                             -1.5676                       -17.4706                      1.5963                        -2.3532                       0.5022                        -1.6692                       0.6748                        -3.5289                       
14:17:58.302                  5.0896                        0.5033                        0.299                         2.8756                        -0.3153                       0                             -1.5679                       -17.4704                      1.5968                        -2.354                        0.5018                        -1.6707                       0.6762                        -3.5283                       
14:17:59.322                  5.0897                        0.5032                        0.299                         2.8752                        -0.3161                       0                             -1.5681                       -17.4715                      1.5963                        -2.3534                       0.5023                        -1.6687                       0.6752                        -3.5283                       
14:18:00.332                  5.0895                        0.5029                        0.298                         2.8752                        -0.3161                       0                             -1.5669                       -17.4708                      1.5962                        -2.3526                       0.5022                        -1.6693                       0.6745                        -3.5288                       
14:18:01.362                  5.0903                        0.5022                        0.298                         2.8756                        -0.3162                       0                             -1.5677                       -17.4706                      1.597                         -2.3529                       0.5017                        -1.6701                       0.6748                        -3.5279                       
14:18:02.370                  5.0904                        0.5028                        0.299                         2.8753                        -0.3162                       0                             -1.5669                       -17.4708                      1.5967                        -2.3518                       0.5012                        -1.6702                       0.6761                        -3.529                        
14:18:03.360                  5.0906                        0.5029                        0.299                         2.8753                        -0.3163                       0                             -1.5675                       -17.4713                      1.5964                        -2.3517                       0.5015                        -1.6691                       0.6751                        -3.5281                       
14:18:04.368                  5.0899                        0.503                         0.299                         2.8742                        -0.3165                       0                             -1.5684                       -17.4715                      1.5977                        -2.3518                       0.5009                        -1.6704                       0.6753                        -3.5282                       
14:18:05.408                  5.089                         0.502                         0.298                         2.8742                        -0.3163                       0                             -1.5681                       -17.4716                      1.5958                        -2.3532                       0.5016                        -1.6701                       0.6757                        -3.5274                       
14:18:06.399                  5.0901                        0.5019                        0.299                         2.8752                        -0.316                        0                             -1.5684                       -17.4716                      1.5962                        -2.352                        0.5018                        -1.6697                       0.675                         -3.5278                       
14:18:07.408                  5.0891                        0.5036                        0.299                         2.8735                        -0.3154                       0                             -1.5667                       -17.4703                      1.5967                        -2.3522                       0.5017                        -1.6698                       0.6743                        -3.5289                       
14:18:08.446                  5.0884                        0.503                         0.299                         2.8746                        -0.3156                       0                             -1.5679                       -17.4697                      1.5961                        -2.3524                       0.5019                        -1.6703                       0.6749                        -3.5273                       
14:18:09.437                  5.0884                        0.5022                        0.298                         2.8731                        -0.3162                       0                             -1.568                        -17.4705                      1.5969                        -2.3518                       0.5014                        -1.6698                       0.6754                        -3.528                        
14:18:10.444                  5.0895                        0.5022                        0.298                         2.8738                        -0.3161                       0                             -1.5683                       -17.4704                      1.5968                        -2.3519                       0.5021                        -1.6687                       0.6746                        -3.5284                       
14:18:11.467                  5.0893                        0.5036                        0.298                         2.874                         -0.3158                       0                             -1.568                        -17.471                       1.5958                        -2.3515                       0.5019                        -1.6697                       0.6751                        -3.5286                       
14:18:12.475                  5.0893                        0.5023                        0.298                         2.8742                        -0.3151                       0                             -1.5677                       -17.471                       1.5959                        -2.3527                       0.5017                        -1.67                         0.6745                        -3.5282                       
14:18:13.466                  5.0885                        0.5032                        0.299                         2.8736                        -0.3163                       0                             -1.5694                       -17.47                        1.5974                        -2.3527                       0.5021                        -1.6691                       0.6756                        -3.5279                       
14:18:14.473                  5.0888                        0.5029                        0.299                         2.8745                        -0.3165                       0                             -1.5678                       -17.4699                      1.5966                        -2.3526                       0.5016                        -1.6701                       0.6759                        -3.5285                       
14:18:15.481                  5.0889                        0.503                         0.299                         2.8747                        -0.3159                       0                             -1.5669                       -17.4703                      1.5969                        -2.3511                       0.5018                        -1.6707                       0.6753                        -3.5283                       
14:18:16.505                  5.0884                        0.5024                        0.299                         2.8722                        -0.3154                       0                             -1.5682                       -17.4697                      1.5967                        -2.3525                       0.5018                        -1.6698                       0.6753                        -3.5279                       
14:18:17.512                  5.0873                        0.5021                        0.298                         2.8721                        -0.3167                       0                             -1.5693                       -17.4703                      1.5959                        -2.3524                       0.5007                        -1.6693                       0.676                         -3.5275                       
14:18:18.518                  5.088                         0.5016                        0.299                         2.8722                        -0.3158                       0                             -1.5681                       -17.4705                      1.5969                        -2.3521                       0.5016                        -1.67                         0.6747                        -3.5291                       
14:18:19.542                  5.0876                        0.501                         0.298                         2.872                         -0.3161                       0                             -1.5691                       -17.4713                      1.596                         -2.3519                       0.5017                        -1.6697                       0.6755                        -3.529                        
14:18:20.512                  5.0878                        0.5015                        0.299                         2.8718                        -0.3163                       0                             -1.5685                       -17.4712                      1.5967                        -2.3522                       0.5018                        -1.6694                       0.6749                        -3.5278                       
14:18:21.533                  5.0881                        0.5022                        0.298                         2.8718                        -0.3154                       0                             -1.5683                       -17.4715                      1.5964                        -2.3522                       0.502                         -1.6698                       0.6757                        -3.5287                       
14:18:22.543                  5.0883                        0.5018                        0.298                         2.872                         -0.315                        0                             -1.5684                       -17.4698                      1.596                         -2.3524                       0.5018                        -1.6699                       0.6744                        -3.5285                       
14:18:23.563                  5.0866                        0.5025                        0.298                         2.8711                        -0.3153                       0                             -1.5691                       -17.4705                      1.5961                        -2.3516                       0.5016                        -1.6702                       0.6743                        -3.5283                       
14:18:24.573                  5.0868                        0.5008                        0.298                         2.8711                        -0.316                        0                             -1.5695                       -17.4703                      1.5953                        -2.3513                       0.5027                        -1.67                         0.6749                        -3.5281                       
14:18:25.563                  5.0871                        0.5007                        0.298                         2.8704                        -0.3164                       0                             -1.5685                       -17.4709                      1.5958                        -2.3519                       0.5016                        -1.6701                       0.6754                        -3.5283                       
14:18:26.573                  5.0867                        0.5005                        0.298                         2.8718                        -0.3158                       0                             -1.569                        -17.4694                      1.5957                        -2.3537                       0.5017                        -1.6698                       0.6758                        -3.5283                       
14:18:27.583                  5.0851                        0.5008                        0.298                         2.87                          -0.3156                       0                             -1.5697                       -17.4706                      1.596                         -2.3534                       0.5017                        -1.6704                       0.6743                        -3.5287                       
14:18:28.603                  5.0857                        0.501                         0.298                         2.8705                        -0.3155                       0                             -1.5693                       -17.4707                      1.5959                        -2.3536                       0.5009                        -1.6701                       0.6747                        -3.528                        
14:18:29.612                  5.0864                        0.5019                        0.298                         2.8703                        -0.3157                       0                             -1.5697                       -17.472                       1.5958                        -2.3524                       0.5021                        -1.671                        0.6752                        -3.5282                       
14:18:30.622                  5.0862                        0.5009                        0.299                         2.8705                        -0.3144                       0                             -1.5686                       -17.4686                      1.5952                        -2.3516                       0.5012                        -1.6695                       0.6753                        -3.5278                       
14:18:31.642                  5.0865                        0.5005                        0.299                         2.8705                        -0.3154                       0                             -1.5682                       -17.4698                      1.5951                        -2.3517                       0.502                         -1.6709                       0.675                         -3.5281                       
14:18:32.612                  5.0862                        0.5004                        0.299                         2.8696                        -0.3156                       0                             -1.5687                       -17.4708                      1.5948                        -2.352                        0.5022                        -1.6705                       0.6752                        -3.5283                       
14:18:33.642                  5.0857                        0.4999                        0.299                         2.8691                        -0.3159                       0                             -1.5707                       -17.4718                      1.5955                        -2.352                        0.5025                        -1.6698                       0.6758                        -3.5283                       
14:18:34.652                  5.0866                        0.5011                        0.299                         2.8693                        -0.3158                       0                             -1.5703                       -17.4718                      1.5943                        -2.3524                       0.5016                        -1.6687                       0.6762                        -3.5286                       
14:18:35.672                  5.0851                        0.5012                        0.299                         2.8701                        -0.3166                       0                             -1.5695                       -17.4705                      1.5957                        -2.3515                       0.5018                        -1.6694                       0.6752                        -3.5273                       
14:18:36.682                  5.0858                        0.5006                        0.298                         2.8694                        -0.3163                       0                             -1.5683                       -17.4698                      1.5953                        -2.3512                       0.5023                        -1.6688                       0.6757                        -3.5272                       
14:18:37.682                  5.0844                        0.501                         0.299                         2.8712                        -0.3172                       0                             -1.5686                       -17.4702                      1.5953                        -2.3513                       0.5021                        -1.6691                       0.6747                        -3.5274                       
14:18:38.712                  5.0849                        0.5004                        0.298                         2.8698                        -0.3161                       0                             -1.5689                       -17.4705                      1.596                         -2.3509                       0.5018                        -1.6695                       0.675                         -3.5281                       
14:18:39.712                  5.0858                        0.5009                        0.299                         2.8692                        -0.3151                       0                             -1.5687                       -17.4701                      1.5957                        -2.3518                       0.5022                        -1.6704                       0.6735                        -3.5278                       
14:18:40.712                  5.0858                        0.4996                        0.299                         2.8693                        -0.3158                       0                             -1.5686                       -17.4714                      1.5957                        -2.3524                       0.5028                        -1.6695                       0.6756                        -3.5286                       
14:18:41.742                  5.086                         0.5001                        0.299                         2.8695                        -0.3152                       0                             -1.5694                       -17.4716                      1.5959                        -2.3516                       0.5025                        -1.6695                       0.6756                        -3.5274                       
14:18:42.752                  5.0852                        0.5008                        0.299                         2.869                         -0.316                        0                             -1.5681                       -17.4701                      1.5951                        -2.3517                       0.5024                        -1.6697                       0.674                         -3.5277                       
14:18:43.742                  5.0856                        0.501                         0.298                         2.8698                        -0.3164                       0                             -1.5696                       -17.4706                      1.5958                        -2.3516                       0.5017                        -1.6697                       0.674                         -3.5279                       
14:18:44.752                  5.086                         0.4997                        0.299                         2.8687                        -0.3156                       0                             -1.5688                       -17.4709                      1.595                         -2.3511                       0.5017                        -1.6699                       0.6745                        -3.528                        
14:18:45.771                  5.0859                        0.5006                        0.298                         2.8679                        -0.3151                       0                             -1.5688                       -17.4705                      1.5961                        -2.3521                       0.502                         -1.6704                       0.6739                        -3.5279                       
14:18:46.781                  5.0867                        0.4997                        0.298                         2.8695                        -0.3159                       0                             -1.5694                       -17.4704                      1.5951                        -2.3509                       0.5023                        -1.6693                       0.6756                        -3.5276                       
14:18:47.791                  5.0855                        0.4994                        0.299                         2.8683                        -0.3153                       0                             -1.5691                       -17.4695                      1.5957                        -2.3512                       0.5029                        -1.6691                       0.6748                        -3.5289                       
